ecg_actividad1,ecg_actividad2
-0.10515348602863164,0.0684899144435715
-0.10465541054067154,0.09705136794652086
-0.10342257171351316,0.15370397514452602
-0.1014432986481883,0.22264123636477426
-0.09877060947306393,0.28367442050834396
-0.09553475362475752,0.3256858289910976
-0.09196090158993385,0.3452883970106661
-0.08840634937503226,0.34933742205706525
-0.08526055834978748,0.34927888991867423
-0.08280528043926422,0.34028810802289944
-0.08121924593929578,0.3148581155105807
-0.08050608262510313,0.2729076741466131
-0.08054076781309279,0.21196406692402453
-0.08125682866280381,0.1373268833383816
-0.08248887505892476,0.05852965186500378
-0.08386911025263268,-0.023412893025680014
-0.08501983434696232,-0.10672547039858425
-0.08560086656337826,-0.18695657414963252
-0.08537785030717633,-0.26235874277044685
-0.08444802868901764,-0.3300068115665461
-0.08306312735138197,-0.3874348628410487
-0.08136964859298233,-0.4368603826641355
-0.07966300050448573,-0.4802638194405836
-0.07846466889757989,-0.5156950814078605
-0.07822817274685333,-0.5410823406340071
-0.07923436077529679,-0.5549629559860678
-0.08143948827305462,-0.557611485532657
-0.08410997884872952,-0.5571760588016114
-0.08638170756857683,-0.5612768979221207
-0.0880864370778111,-0.5655659028676152
-0.08938528769316247,-0.5646253401030488
-0.09085306023059311,-0.5578725633938209
-0.09237110623946611,-0.542028465253149
-0.09072821949363823,-0.514429999230864
-0.08384318673150415,-0.47751288782067347
-0.0758879404942858,-0.4383659710735765
-0.07043713900279376,-0.40454944561428163
-0.06497017936716366,-0.3771974906236059
-0.05810840139141574,-0.35462497427999706
-0.05243445046626264,-0.33381063813052647
-0.04902432049681856,-0.30995453073821344
-0.04726563084937759,-0.28408902071120007
-0.04732774967412652,-0.260089908845806
-0.049192513515756375,-0.2408509163950375
-0.05218266292631239,-0.23002901124388012
-0.05573480331597078,-0.22644634078588036
-0.05943893099747718,-0.2251737324484119
-0.06320843227288682,-0.22082614080771823
-0.06700338291533152,-0.20732626288051076
-0.07017023806869235,-0.1834658949717479
-0.07200188068923516,-0.15242280547732903
-0.07205134076439179,-0.12012889418049179
-0.06993329840901956,-0.09298092810020435
-0.06582500184046174,-0.0689074616331596
-0.06046164503046936,-0.04459956795456541
-0.05491837442211342,-0.02404761700422176
-0.05044051379736749,-0.008934977037551443
-0.047761897295852826,0.0031483574519826775
-0.04706206922482684,0.011625907026378954
-0.04785033498115238,0.01264410782955642
-0.049273779589741634,0.004307229675767614
-0.05118376217675758,-0.009705669342071314
-0.05353023646809045,-0.024104715572987438
-0.05597548805514617,-0.033800066961262344
-0.058348375039448966,-0.03282629708039665
-0.06007876843152068,-0.018450181219600206
-0.06063512982953031,0.007790974237266457
-0.06038720355754059,0.04005853120641877
-0.05979990745093704,0.07134737198997017
-0.059006115613399746,0.10111806798226662
-0.058232940435230786,0.1301106995840962
-0.05747687290398103,0.1560269479855726
-0.05659785488474808,0.17837993002790645
-0.05589873915005858,0.1959738969450526
-0.055613251541608164,0.20552021371083995
-0.05554010280778921,0.20377342663236256
-0.05552027631548817,0.18862276495107794
-0.05548074765880017,0.1625839964965621
-0.05534203278203625,0.1313614516139316
-0.05530620251961761,0.10199545610559571
-0.055625019222487776,0.08240909447287866
-0.05620577900200096,0.07651840967030922
-0.05691095613656035,0.08387817215273789
-0.05764745861584085,0.0995309764089417
-0.05818009414077445,0.11613653158701666
-0.05828697288722443,0.13143775459633508
-0.057662201770794376,0.14495959653402157
-0.05568901493992897,0.15610808171661553
-0.051929823880994846,0.16581022040767723
-0.0466485908026935,0.17066399294780543
-0.040772507481804825,0.16676168908045505
-0.03621211917701592,0.15530445984248215
-0.0347114796907115,0.13763537343122517
-0.035785869279856115,0.11517332363723934
-0.038148652182835176,0.09116773379702943
-0.04077767734056731,0.06783998427694836
-0.041974237155182365,0.048730977551676054
-0.04049362168757283,0.042164899051673116
-0.03659069617015831,0.05322593723337268
-0.03256061972527807,0.07549170543463145
-0.030985080810113093,0.10025208840167277
-0.03165259338127847,0.12332782274495825
-0.033614232453259424,0.1410098929681268
-0.03622052479015106,0.15570112958997764
-0.03809159916915586,0.17112328455468268
-0.03931462837340215,0.17891953112969677
-0.0407707081833728,0.17304808343619538
-0.042554097547061395,0.16160015901327016
-0.04499880325498956,0.15076337913007853
-0.0478696503138291,0.13899999743071592
-0.050391584839661156,0.12545965108777513
-0.052377425504481594,0.10659414738101106
-0.05364673363904942,0.08128990806534757
-0.054177762385146704,0.06619007970135396
-0.054407524342810376,0.07567958720800098
-0.05481125489145888,0.09913624850973875
-0.05581100281900225,0.12493058136297366
-0.05741732587289924,0.15236348869055683
-0.05911929578643143,0.17763439056506397
-0.05987811826166426,0.20256177830109853
-0.05855777755151466,0.23141011870094405
-0.054926462438491086,0.25286686844960526
-0.049365749681431044,0.2584572921159258
-0.04281968593682374,0.25864751004368697
-0.0366539203546021,0.2617594915321532
-0.031418221908766045,0.2652312600525527
-0.02743582112953136,0.26867879976212716
-0.02532970866620106,0.27176989113784095
-0.02529011910495627,0.27112036422632324
-0.027393090805537066,0.26836529685058114
-0.031173471725306906,0.2668620047649966
-0.034583693372009575,0.26755344437525397
-0.03552924114169837,0.2720114488535554
-0.03351093150048225,0.27979038667043843
-0.0291579117223279,0.28854537992903206
-0.025034484898634426,0.29696510672974247
-0.024266824529663812,0.3034224227925965
-0.027101968522599468,0.3068397323000747
-0.03235483187591861,0.3076556046601297
-0.03775432667797245,0.30716578285292584
-0.04020475227102673,0.30678821360432856
-0.03964592841617525,0.30611686800288246
-0.037494734087494264,0.30344027788540423
-0.03516036794504754,0.29609665176570366
-0.03483367626707122,0.28155353504697667
-0.03656314700189829,0.2611411632252717
-0.03919793567074729,0.23907019091332307
-0.04224010024835047,0.22189533733605182
-0.04468427061526868,0.21609472497449642
-0.04653068191416593,0.22088864261706986
-0.04847848148602823,0.23170184254692677
-0.05034480731734182,0.24326859653525554
-0.05208668451757175,0.25124073363146615
-0.053485614571544965,0.2624910846854272
-0.05399760118590791,0.28380896128607674
-0.05374551607294775,0.3060021309297207
-0.05295372642053397,0.3226232708098076
-0.05165670813960177,0.341197799696169
-0.05009550231336653,0.3634102755590226
-0.04842308672773238,0.3775415453409075
-0.04670423005524781,0.37592239574103464
-0.04512610102096327,0.36273734648114103
-0.04374526700294171,0.3434377656734747
-0.04235663482259484,0.32451947398528014
-0.040774246708386766,0.3154568637655979
-0.03903913966726528,0.3192703350349728
-0.03733249957945171,0.3330411155671141
-0.036075279436464124,0.3491684891137798
-0.035414276720059576,0.3576633916723005
-0.03426845790083151,0.35709550110942084
-0.03187097472368627,0.35015729426827746
-0.029554507123066797,0.3403730177943985
-0.028351675427843878,0.3336936804839399
-0.027192767526924486,0.3288841766471061
-0.0254238716817427,0.3217570021610395
-0.023796704526703343,0.31149562213108395
-0.022572997173660014,0.2962223942701646
-0.021377635738007827,0.2773804170431939
-0.0201942603114807,0.2592366617549802
-0.019176271023488244,0.24373188628983183
-0.01830521480992983,0.2330843587540986
-0.017542131774449438,0.22853176958817312
-0.016924838519859032,0.22895080671448967
-0.016555034783345222,0.23264889728975163
-0.01653111976763241,0.23727204579126193
-0.016887478498958882,0.2411811208061659
-0.01763830399879884,0.24327462855886917
-0.01876955683351355,0.24208957990548458
-0.020226742132241828,0.23681658641235712
-0.02197606435499447,0.2268657206467799
-0.023959622464321408,0.21274956715924143
-0.02604626646396141,0.19795850119578853
-0.02810046024028016,0.18625632466060452
-0.030011050324745464,0.17883953355334486
-0.03169009976094334,0.1752538060423093
-0.033128546240226354,0.17204939189012786
-0.03435345288771127,0.16482308288894834
-0.035346001937275204,0.15375718199518926
-0.03610820996268697,0.14108426530995696
-0.036686200977879294,0.13023996529197102
-0.037118984249455624,0.12485655032524612
-0.03745830557462512,0.12166651199893282
-0.03773391468286218,0.11601695953428312
-0.03787886345387412,0.10843228244096659
-0.03780459586490667,0.09805625212155006
-0.03747686603484129,0.08223228180840621
-0.03685442060487194,0.062021911430855114
-0.03589487391683209,0.04295781033155674
-0.03457528937800413,0.030053542011256595
-0.0328368833292307,0.022870562651251942
-0.03063950491640334,0.01891519299859196
-0.028028920124303785,0.01442758793386958
-0.02509801707845249,0.00431678673949598
-0.02199729966468607,-0.011617223791286407
-0.018979971604019232,-0.030227629198916122
-0.01640417521252089,-0.04679030406048231
-0.014633146360043007,-0.05664552336828329
-0.013899151972948583,-0.06357928437424497
-0.014283579320726405,-0.07263970868769616
-0.01563125725034242,-0.08123221991379691
-0.01764110937624943,-0.08874837593433599
-0.020110953784552688,-0.09902936078838187
-0.022765464685756638,-0.11203541435071275
-0.025167290369828538,-0.12231581962985494
-0.02692721941116821,-0.12592456182489575
-0.027718029402606256,-0.1253139143079973
-0.027401760571604452,-0.12473428150536484
-0.02632036086515426,-0.1292314301145045
-0.025083641523394977,-0.14157710896734582
-0.024312847726166327,-0.15102398922786492
-0.02493001374260967,-0.14756093215699248
-0.028224195447036516,-0.1403932638464084
-0.035038941575673686,-0.1381557921797446
-0.04494800326450557,-0.13788903698347085
-0.05593556185292349,-0.13922970168074258
-0.06354976673939795,-0.14114761302053666
-0.06318809314089803,-0.13967522982845945
-0.05391694443401454,-0.1380136546407537
-0.03762257281199162,-0.13991583776928448
-0.01983841392224582,-0.1427302942473126
-0.007518935419602692,-0.14502957652875412
-0.0022623084583941713,-0.14767547804410372
-0.003009938096194785,-0.1502236776027194
-0.0071080864650503416,-0.15310909876158332
-0.010005555961545249,-0.15742112691005586
-0.011812686017619466,-0.16260784157149807
-0.014165381682443336,-0.1678775863436474
-0.016586332989781846,-0.17277662112065406
-0.01962146118336362,-0.17646521258259204
-0.02210143418526575,-0.1785848868898166
-0.022144055522867714,-0.1792099951811708
-0.021191836238906577,-0.1783652100330565
-0.020765993733297683,-0.17627479000956423
-0.021158734313121978,-0.17298788246667066
-0.02292970503931618,-0.16845643981278707
-0.025179048543799765,-0.1628674341433212
-0.026445638667044784,-0.1565125498627478
-0.027099077866520615,-0.1500515652008286
-0.02761696365163634,-0.144441616536283
-0.027992348321399765,-0.14065681087080512
-0.028629034451159687,-0.1400606583268652
-0.02923731019355102,-0.14460773536020186
-0.02923454643706857,-0.1541407303354167
-0.02877105749196147,-0.16291541253576708
-0.027936856734003424,-0.16531419904441905
-0.02671285641623209,-0.1624236543427672
-0.025334833941009226,-0.15651175585659033
-0.023920175527944752,-0.1491732118854743
-0.022547673541637128,-0.14398673367724013
-0.02142527940101581,-0.14236545181321397
-0.020683551790855195,-0.14352834391035182
-0.02034141246348062,-0.14612997347115583
-0.020411898218319752,-0.14792369186530344
-0.020925976240459013,-0.1487792291493955
-0.021863308748737032,-0.1487617288149037
-0.023130404859971244,-0.14541152928863801
-0.024553587850099694,-0.13949263708838272
-0.025795993049231296,-0.1392390971994646
-0.026373035617228154,-0.14906184842804943
-0.025684011170151004,-0.15780696054731363
-0.023265848223276587,-0.15643207065173642
-0.01922788148193135,-0.15386328337885322
