# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:71:01": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:71:01", "device connection": "BTH98:D3:51:FD:71:01", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-9-8", "time": "10:30:18.507", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	507	
1	0	0	0	0	508	
2	0	0	0	0	514	
3	0	0	0	0	505	
4	0	0	0	0	513	
5	0	0	0	0	509	
6	0	0	0	0	510	
7	0	0	0	0	512	
8	0	0	0	0	503	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	506	
12	0	0	0	0	512	
13	0	0	0	0	505	
14	0	0	0	0	512	
15	0	0	0	0	507	
0	0	0	0	0	505	
1	0	0	0	0	509	
2	0	0	0	0	503	
3	0	0	0	0	512	
4	0	0	0	0	508	
5	0	0	0	0	510	
6	0	0	0	0	515	
7	0	0	0	0	502	
8	0	0	0	0	512	
9	0	0	0	0	507	
10	0	0	0	0	508	
11	0	0	0	0	511	
12	0	0	0	0	503	
13	0	0	0	0	509	
14	0	0	0	0	505	
15	0	0	0	0	508	
0	0	0	0	0	510	
1	0	0	0	0	505	
2	0	0	0	0	511	
3	0	0	0	0	507	
4	0	0	0	0	509	
5	0	0	0	0	513	
6	0	0	0	0	502	
7	0	0	0	0	509	
8	0	0	0	0	511	
9	0	0	0	0	506	
10	0	0	0	0	511	
11	0	0	0	0	504	
12	0	0	0	0	510	
13	0	0	0	0	511	
14	0	0	0	0	506	
15	0	0	0	0	511	
0	0	0	0	0	505	
1	0	0	0	0	511	
2	0	0	0	0	508	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	506	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	508	
9	0	0	0	0	509	
10	0	0	0	0	503	
11	0	0	0	0	508	
12	0	0	0	0	505	
13	0	0	0	0	508	
14	0	0	0	0	512	
15	0	0	0	0	504	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	510	
4	0	0	0	0	502	
5	0	0	0	0	508	
6	0	0	0	0	504	
7	0	0	0	0	507	
8	0	0	0	0	511	
9	0	0	0	0	503	
10	0	0	0	0	509	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	513	
14	0	0	0	0	502	
15	0	0	0	0	509	
0	0	0	0	0	508	
1	0	0	0	0	507	
2	0	0	0	0	513	
3	0	0	0	0	505	
4	0	0	0	0	510	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	511	
8	0	0	0	0	505	
9	0	0	0	0	510	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	511	
13	0	0	0	0	505	
14	0	0	0	0	509	
15	0	0	0	0	510	
0	0	0	0	0	507	
1	0	0	0	0	508	
2	0	0	0	0	500	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	507	
6	0	0	0	0	512	
7	0	0	0	0	504	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	507	
11	0	0	0	0	511	
12	0	0	0	0	503	
13	0	0	0	0	508	
14	0	0	0	0	506	
15	0	0	0	0	506	
0	0	0	0	0	510	
1	0	0	0	0	503	
2	0	0	0	0	510	
3	0	0	0	0	507	
4	0	0	0	0	506	
5	0	0	0	0	509	
6	0	0	0	0	506	
7	0	0	0	0	511	
8	0	0	0	0	511	
9	0	0	0	0	508	
10	0	0	0	0	514	
